RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,Sensor4,acc,depth
23178,2647,5,988,3,,
23179,2651,6,989,4,,
23180,2646,5,988,3,,
23181,2654,5,989,4,,
23182,2647,5,988,3,,
23183,2649,6,989,3,,
23184,2643,4,988,4,,
23185,2649,7,988,5,,
23186,2644,5,989,3,,
23187,2647,6,989,4,,
23188,2646,4,989,4,,
23189,2646,5,990,3,,
23190,2645,5,990,2,,
23191,2648,5,991,4,,
23192,2640,5,989,4,,
23193,2648,6,991,5,,
23194,2641,4,989,3,,
23195,2648,6,990,4,,
23196,2646,5,989,4,,
23197,2649,5,990,3,,
23198,2648,5,989,4,,
23199,2647,5,990,4,,
23200,2644,5,989,3,,
23201,2650,5,990,6,,
23202,2645,5,989,6,,
23203,2650,5,989,4,,
23204,2646,5,989,3,,
23205,2646,7,987,4,,
23206,2645,5,987,4,,
23207,2646,5,988,4,,
23208,2645,5,988,4,,
23209,2654,5,989,4,,
23210,2643,4,986,3,,
23211,2646,5,991,5,,
23212,2643,4,986,4,,
23213,2647,4,987,3,,
23214,2645,4,987,3,,
23215,2646,5,988,4,,
23216,2643,5,989,3,,
23217,2648,8,989,4,,
23218,2645,5,990,3,,
23219,2649,6,990,4,,
23220,2643,5,989,4,,
23221,2650,5,988,4,,
23222,2648,4,987,3,,
23223,2648,4,989,4,,
23224,2648,5,990,4,,
23225,2647,6,990,4,,
23226,2647,5,988,3,,
23227,2653,6,990,4,,
23228,2648,5,987,0,,
23229,2650,5,989,0,,
23230,2648,5,988,3,,
23231,2649,4,988,4,,
23232,2647,5,987,3,,
23233,2647,4,991,4,,
23234,2649,5,985,4,,
23235,2649,5,988,4,,
23236,2647,5,987,4,,
23237,2644,4,988,3,,
23238,2646,5,988,4,,
23239,2646,4,988,3,,
23240,2645,7,991,5,,
23241,2648,4,988,4,,
23242,2648,4,989,4,,
23243,2647,4,989,4,,
23244,2646,8,989,4,,
23245,2646,4,989,4,,
23246,2647,6,987,3,,
23247,2649,4,989,3,,
23248,2645,6,990,4,,
23249,2648,4,988,3,,
23250,2648,5,989,4,,
23251,2647,4,987,3,,
23252,2648,5,989,2,,
23253,2646,4,988,4,,
23254,2648,4,988,2,,
23255,2650,4,988,4,,
23256,2647,6,989,4,,
23257,2649,4,988,4,,
23258,2646,4,987,4,,
23259,2646,4,988,3,,
23260,2644,4,985,4,,
23261,2645,4,989,4,,
23262,2647,4,989,4,,
23263,2644,4,988,3,,
23264,2643,5,989,4,,
23265,2649,5,990,3,,
23266,2642,4,989,3,,
23267,2648,5,989,3,,
23268,2644,5,991,3,,
23269,2648,5,991,5,,
23270,2649,4,989,4,,
23271,2647,5,990,4,,
23272,2649,4,989,3,,
23273,2650,4,988,4,,
23274,2648,4,986,3,,
23275,2651,4,990,4,,
23276,2646,4,989,3,,
23277,2651,5,986,5,,
23278,2647,5,987,3,,
23279,2650,4,986,0,,
23280,2648,4,986,4,,
23281,2647,7,990,5,,
23282,2650,5,988,4,,
23283,2649,6,988,2,,
23284,2649,5,988,4,,
23285,2649,5,989,4,,
23286,2645,4,983,2,,
23287,2647,5,989,3,,
23288,2646,4,989,4,,
23289,2645,6,991,4,,
23290,2646,5,989,4,,
23291,2650,6,989,4,,
23292,2646,4,988,3,,
23293,2647,5,990,3,,
23294,2648,4,989,4,,
23295,2648,4,988,4,,
23296,2650,5,990,3,,
23297,2651,4,989,2,,
23298,2650,5,989,3,,
23299,2648,6,990,4,,
23300,2651,4,988,4,,
23301,2648,4,990,4,,
23302,2648,4,987,5,,
23303,2652,6,989,5,,
23304,2648,4,989,3,,
23305,2646,6,990,3,,
23306,2644,5,986,4,,
23307,2649,5,988,6,,
23308,2645,5,988,4,,
23309,2650,4,991,3,,
23310,2646,4,986,2,,
23311,2647,7,991,5,,
23312,2647,4,989,4,,
23313,2646,5,989,4,,
23314,2645,4,989,3,,
23315,2645,5,989,4,,
23316,2648,5,990,5,,
23317,2647,5,990,3,,
23318,2646,5,992,4,,
23319,2648,4,990,2,,
23320,2648,5,989,4,,
23321,2650,5,988,4,,
23322,2647,5,988,4,,
23323,2651,5,987,4,,
23324,2652,6,990,5,,
23325,2650,4,986,3,,
23326,2651,4,990,4,,
23327,2649,4,989,3,,
23328,2647,4,988,6,,
23329,2649,4,988,4,,
23330,2647,4,989,3,,
23331,2649,5,989,3,,
23332,2647,5,991,3,,
23333,2645,4,988,3,,
23334,2645,5,988,3,,
23335,2645,4,989,4,,
23336,2651,4,990,4,,
23337,2647,6,989,3,,
23338,2650,7,991,4,,
23339,2647,4,990,4,,
23340,2646,5,989,4,,
23341,2645,4,989,4,,
23342,2644,4,988,4,,
23343,2648,4,988,4,,
23344,2651,4,989,4,,
23345,2649,5,989,3,,
23346,2651,6,990,4,,
23347,2647,4,988,4,,
23348,2646,7,990,4,,
23349,2650,4,989,3,,
23350,2650,5,989,4,,
23351,2648,5,988,3,,
23352,2649,5,989,4,,
23353,2644,5,987,4,,
23354,2650,7,992,5,,
23355,2647,4,987,3,,
23356,2648,5,990,4,,
23357,2651,5,989,3,,
23358,2650,6,989,4,,
23359,2648,4,991,4,,
23360,2648,5,988,4,,
23361,2645,5,987,3,,
23362,2649,4,991,6,,
23363,2648,5,989,5,,
23364,2649,4,990,4,,
23365,2647,4,991,3,,
23366,2644,5,989,3,,
23367,2651,5,989,4,,
23368,2647,6,990,6,,
23369,2652,5,990,4,,
23370,2646,6,990,4,,
23371,2649,5,987,3,,
23372,2651,5,989,4,,
23373,2650,4,990,4,,
23374,2647,5,989,3,,
23375,2648,5,989,4,,
23376,2648,8,991,5,,
23377,2649,5,991,4,,
23378,2646,6,990,4,,
23379,2648,5,987,3,,
23380,2644,5,990,3,,
23381,2647,4,992,2,,
23382,2647,4,989,4,,
23383,2645,5,989,3,,
23384,2650,6,990,6,,
23385,2647,4,989,3,,
23386,2646,5,990,4,,
23387,2648,5,991,4,,
23388,2647,5,990,3,,
23389,2648,5,990,4,,
23390,2649,5,991,4,,
23391,2646,5,989,3,,
23392,2651,5,990,4,,
23393,2649,4,990,4,,
23394,2647,5,990,4,,
23395,2652,5,990,4,,
23396,2649,5,988,4,,
23397,2651,5,990,3,,
23398,2644,5,989,4,,
23399,2647,4,989,4,,
23400,2650,6,990,4,,
23401,2648,5,992,4,,
23402,2648,4,986,3,,
23403,2648,5,988,4,,
23404,2645,5,987,4,,
23405,2650,5,991,3,,
23406,2647,7,991,5,,
23407,2645,5,989,3,,
23408,2646,6,991,5,,
23409,2648,5,989,3,,
23410,2647,4,990,4,,
23411,2646,8,990,4,,
23412,2646,5,986,4,,
23413,2651,5,990,3,,
23414,2650,7,991,5,,
23415,2650,4,990,3,,
23416,2647,6,989,5,,
23417,2648,4,988,4,,
23418,2650,3,990,4,,
23419,2651,5,989,4,,
23420,2646,4,990,3,,
23421,2650,4,988,4,,
23422,2646,6,991,5,,
23423,2648,4,989,3,,
23424,2648,4,989,3,,
23425,2648,5,989,6,,
23426,2647,5,990,4,,
23427,2651,5,989,3,,
23428,2645,4,990,4,,
23429,2649,5,991,4,,
23430,2643,5,990,4,,
23431,2651,5,987,7,,
23432,2649,4,989,3,,
23433,2650,5,989,4,,
23434,2646,5,990,3,,
23435,2646,5,988,4,,
23436,2646,4,989,4,,
23437,2647,4,990,3,,
23438,2648,5,990,4,,
23439,2649,5,989,4,,
23440,2646,5,989,3,,
23441,2650,6,991,5,,
23442,2648,6,989,3,,
23443,2651,5,989,4,,
23444,2648,5,987,3,,
23445,2649,5,988,3,,
23446,2650,6,989,4,,
23447,2653,3,993,4,,
23448,2651,4,990,4,,
23449,2648,5,988,4,,
23450,2645,5,988,4,,
23451,2651,7,988,4,,
23452,2650,4,989,4,,
23453,2646,4,989,3,,
23454,2646,5,989,4,,
23455,2645,5,989,3,,
23456,2645,5,990,4,,
23457,2648,5,991,4,,
23458,2645,5,990,3,,
23459,2647,5,991,3,,
23460,2647,5,991,3,,
23461,2647,4,989,4,,
23462,2646,4,989,4,,
23463,2645,4,988,3,,
23464,2647,4,986,3,,
23465,2647,4,990,3,,
23466,2651,6,990,5,,
23467,2650,5,989,3,,
23468,2648,6,986,4,,
23469,2651,5,988,4,,
23470,2646,5,987,4,,
23471,2648,4,986,4,,
23472,2649,5,989,4,,
23473,2648,4,986,3,,
23474,2647,6,989,5,,
23475,2645,0,988,3,,
23476,2649,4,988,3,,
23477,2645,4,989,3,,
23478,2645,6,991,5,,
23479,2649,5,990,4,,
23480,2646,6,988,5,,
23481,2649,4,990,3,,
23482,2645,5,989,3,,
23483,2646,5,987,4,,
23484,2647,5,990,4,,
23485,2650,4,988,4,,
23486,2648,7,990,4,,
23487,2650,4,989,4,,
23488,2647,5,988,4,,
23489,2650,4,990,2,,
23490,2647,5,990,4,,
23491,2646,4,988,4,,
23492,2648,4,988,4,,
23493,2648,4,988,3,,
23494,2649,4,987,3,,
23495,2646,4,988,3,,
23496,2649,4,987,3,,
23497,2648,5,986,4,,
23498,2649,5,987,4,,
23499,2645,4,986,3,,
23500,2649,5,991,2,,
23501,2647,4,989,4,,
23502,2647,4,987,4,,
23503,2647,6,989,4,,
23504,2644,5,986,4,,
23505,2646,5,989,4,,
23506,2648,5,988,4,,
23507,2649,5,987,3,,
23508,2645,5,988,3,,
23509,2646,6,987,2,,
23510,2645,4,988,3,,
23511,2646,7,989,5,,
23512,2651,4,989,3,,
23513,2648,5,988,4,,
23514,2648,4,987,4,,
23515,2653,4,987,4,,
23516,2649,5,988,3,,
23517,2650,4,986,4,,
23518,2645,4,988,4,,
23519,2645,5,987,4,,
23520,2648,4,989,6,,
23521,2649,3,988,2,,
23522,2648,5,987,4,,
23523,2645,6,986,4,,
23524,2644,5,989,3,,
23525,2647,4,987,4,,
23526,2644,5,989,3,,
23527,2650,5,988,5,,
23528,2642,5,989,3,,
23529,2646,5,987,4,,
23530,2644,5,990,4,,
23531,2645,4,989,4,,
23532,2643,4,987,4,,
23533,2648,6,990,5,,
23534,2647,4,988,3,,
23535,2650,6,988,4,,
23536,2648,5,991,4,,
23537,2647,4,988,3,,
23538,2648,6,989,3,,
23539,2647,6,984,3,,
23540,2649,4,987,3,,
23541,2649,6,987,4,,
23542,2647,4,986,4,,
23543,2646,5,987,5,,
23544,2649,4,988,4,,
23545,2650,4,986,3,,
23546,2649,4,987,4,,
23547,2645,4,989,4,,
23548,2648,4,989,4,,
23549,2645,6,987,6,,
23550,2645,5,988,4,,
23551,2642,5,990,2,,
23552,2647,4,987,3,,
23553,2644,5,989,3,,
23554,2649,4,988,6,,
23555,2644,5,989,6,,
23556,2647,4,991,4,,
23557,2644,5,987,4,,
23558,2645,4,987,3,,
23559,2644,4,987,3,,
23560,2645,5,987,4,,
23561,2649,4,987,3,,
23562,2649,4,988,4,,
23563,2653,6,991,5,,
23564,2651,5,989,3,,
23565,2648,6,987,4,,
23566,2650,5,987,3,,
23567,2646,5,988,4,,
23568,2648,4,988,4,,
23569,2650,2,988,3,,
23570,2647,4,988,3,,
23571,2648,6,989,5,,
23572,2645,4,989,3,,
23573,2648,6,987,4,,
23574,2651,4,991,4,,
23575,2646,5,988,4,,
23576,2648,4,989,4,,
23577,2643,4,990,4,,
23578,2646,5,990,4,,
23579,2649,6,989,4,,
23580,2645,5,987,4,,
23581,2650,4,989,4,,
23582,2648,5,989,4,,
23583,2645,5,990,3,,
23584,2649,5,991,3,,
23585,2645,5,988,6,,
23586,2649,4,988,3,,
23587,2647,5,990,4,,
23588,2646,4,989,4,,
23589,2647,4,987,4,,
23590,2646,6,990,4,,
23591,2645,4,987,4,,
23592,2646,5,986,4,,
23593,2647,4,982,4,,
23594,2649,4,988,4,,
23595,2646,5,988,3,,
23596,2647,6,990,5,,
23597,2647,5,989,4,,
23598,2642,5,987,4,,
23599,2648,5,991,4,,
23600,2644,4,988,4,,
23601,2645,5,989,3,,
23602,2646,5,989,4,,
23603,2646,5,990,4,,
23604,2646,7,989,5,,
23605,2649,5,990,4,,
23606,2651,4,989,4,,
23607,2646,5,989,3,,
23608,2647,4,989,3,,
23609,2649,5,989,4,,
23610,2650,6,990,4,,
23611,2645,4,988,2,,
23612,2649,6,987,5,,
23613,2645,5,987,4,,
23614,2650,7,989,3,,
23615,2649,4,989,4,,
23616,2651,4,987,3,,
23617,2648,5,988,6,,
23618,2647,5,988,4,,
23619,2646,5,990,4,,
23620,2647,5,988,4,,
23621,2643,5,989,4,,
23622,2646,4,989,4,,
23623,2648,5,989,4,,
23624,2646,5,990,3,,
23625,2645,4,990,5,,
23626,2643,4,989,3,,
23627,2645,5,991,4,,
23628,2650,3,990,4,,
23629,2643,6,992,5,,
23630,2650,4,991,3,,
23631,2642,6,987,4,,
23632,2648,5,989,4,,
23633,2646,7,988,4,,
23634,2649,4,989,4,,
23635,2645,6,989,3,,
23636,2651,6,990,4,,
23637,2643,5,987,3,,
23638,2650,5,989,4,,
23639,2643,5,986,3,,
23640,2648,4,988,3,,
23641,2645,4,988,4,,
23642,2649,6,990,5,,
23643,2645,6,989,4,,
23644,2648,6,990,4,,
23645,2645,5,989,4,,
23646,2646,6,990,4,,
23647,2640,4,989,3,,
23648,2647,4,991,3,,
23649,2645,5,989,4,,
23650,2647,4,992,4,,
23651,2645,5,990,3,,
23652,2649,5,989,3,,
23653,2643,5,991,4,,
23654,2643,5,989,2,,
23655,2647,5,989,4,,
23656,2650,6,991,4,,
23657,2647,5,989,3,,
23658,2650,6,990,4,,
23659,2643,5,992,3,,
23660,2647,6,988,3,,
23661,2648,7,989,4,,
23662,2646,5,988,4,,
23663,2650,5,989,3,,
23664,2647,6,991,5,,
23665,2649,4,989,4,,
23666,2648,5,990,4,,
23667,2646,4,989,4,,
23668,2646,5,989,4,,
23669,2645,5,991,4,,
23670,2645,4,990,4,,
23671,2650,6,991,3,,
23672,2644,8,991,5,,
23673,2645,5,988,3,,
23674,2646,5,990,4,,
23675,2645,4,991,3,,
23676,2651,5,992,4,,
23677,2643,4,991,3,,
23678,2647,5,992,3,,
23679,2644,5,989,4,,
23680,2648,5,989,4,,
23681,2647,4,990,6,,
23682,2651,4,989,6,,
23683,2646,4,990,4,,
23684,2652,5,989,4,,
23685,2645,4,987,4,,
23686,2647,5,989,4,,
23687,2647,8,985,4,,
23688,2650,4,987,4,,
23689,2646,6,990,4,,
23690,2650,5,988,4,,
23691,2646,5,989,4,,
23692,2646,4,989,3,,
23693,2645,4,987,4,,
23694,2646,4,989,4,,
23695,2645,5,993,4,,
23696,2641,4,990,4,,
23697,2645,6,990,4,,
23698,2648,5,990,4,,
23699,2642,5,988,4,,
23700,2645,5,988,4,,
23701,2643,4,989,3,,
23702,2648,5,991,3,,
23703,2645,8,989,8,,
23704,2650,5,990,4,,
23705,2646,5,991,4,,
23706,2648,4,989,4,,
23707,2644,5,987,4,,
23708,2650,6,990,4,,
23709,2648,5,987,4,,
23710,2651,5,987,2,,
23711,2643,4,987,4,,
23712,2649,5,987,3,,
23713,2643,5,989,3,,
23714,2650,5,989,4,,
23715,2641,5,989,4,,
23716,2647,5,987,4,,
23717,2647,2,988,4,,
23718,2647,5,990,3,,
23719,2648,5,990,4,,
23720,2646,6,990,5,,
23721,2648,5,988,4,,
23722,2650,5,990,4,,
23723,2643,5,989,3,,
23724,2649,4,994,4,,
23725,2644,5,991,3,,
23726,2649,5,990,4,,
23727,2648,5,989,4,,
23728,2647,6,989,5,,
23729,2647,4,985,4,,
23730,2651,6,988,4,,
23731,2644,4,989,3,,
23732,2648,5,990,3,,
23733,2645,5,990,3,,
23734,2649,5,988,4,,
23735,2647,4,989,5,,
23736,2650,5,987,3,,
23737,2647,4,988,4,,
23738,2647,5,989,4,,
23739,2647,6,988,5,,
23740,2647,5,988,4,,
23741,2644,5,988,4,,
23742,2647,5,989,3,,
23743,2646,6,987,4,,
23744,2648,5,989,1,,
23745,2649,5,989,4,,
23746,2647,5,989,2,,
23747,2648,5,988,4,,
23748,2647,5,990,3,,
23749,2646,4,990,3,,
23750,2647,5,988,4,,
23751,2646,5,989,3,,
23752,2649,6,990,5,,
23753,2647,5,988,3,,
23754,2647,5,988,4,,
23755,2647,4,991,4,,
23756,2645,5,989,4,,
23757,2644,4,982,4,,
23758,2651,5,989,4,,
23759,2649,5,988,4,,
23760,2649,6,989,4,,
23761,2643,4,987,4,,
23762,2646,6,988,4,,
23763,2648,4,986,4,,
23764,2647,5,989,4,,
23765,2643,4,989,4,,
23766,2644,4,990,4,,
23767,2642,5,987,3,,
23768,2648,5,990,5,,
23769,2645,4,987,3,,
23770,2650,6,990,4,,
23771,2648,4,989,4,,
23772,2646,5,989,2,,
23773,2647,4,988,2,,
23774,2645,4,988,4,,
23775,2647,5,988,3,,
23776,2648,5,989,3,,
23777,2647,5,988,6,,
23778,2649,5,991,5,,
23779,2644,5,988,4,,
23780,2649,5,989,4,,
23781,2646,4,988,4,,
23782,2648,4,987,4,,
23783,2647,4,991,6,,
23784,2648,4,989,3,,
23785,2647,5,988,5,,
23786,2645,4,989,4,,
23787,2648,4,986,2,,
23788,2645,4,989,3,,
23789,2644,4,988,4,,
23790,2644,4,987,3,,
23791,2643,7,992,3,,
23792,2644,4,989,3,,
23793,2642,5,989,4,,
23794,2653,4,991,3,,
23795,2634,8,987,4,,
23796,2650,5,991,4,,
23797,2632,5,985,3,,
23798,2646,4,988,4,,
23799,2659,4,994,3,,
23800,2657,4,992,3,,
23801,2647,4,991,3,,
23802,2620,6,981,5,,
23803,2660,5,993,4,,
23804,2646,6,991,4,,
23805,2619,4,979,4,,
23806,2663,4,994,4,,
23807,2651,4,992,4,,
23808,2657,5,994,3,,
23809,2634,5,986,4,,
23810,2642,5,985,4,,
23811,2651,5,987,6,,
23812,2646,5,989,6,,
23813,2645,8,988,1,,
23814,2645,4,986,4,,
23815,2646,5,988,3,,
23816,2635,6,980,5,,
23817,2650,4,990,5,,
23818,2627,5,983,4,,
23819,2648,5,990,4,,
23820,2653,4,992,4,,
23821,2629,5,986,3,,
23822,2654,4,991,3,,
23823,2630,7,985,3,,
23824,2656,7,994,5,,
23825,2621,5,980,3,,
23826,2650,5,990,4,,
23827,2651,4,989,4,,
23828,2652,4,991,4,,
23829,2642,5,982,4,,
23830,2648,4,987,3,,
23831,2643,4,979,3,,
23832,2655,6,986,5,,
23833,2664,4,995,3,,
23834,2650,8,990,4,,
23835,2624,5,981,3,,
23836,2654,4,995,4,,
23837,2646,4,992,4,,
23838,2635,5,986,4,,
23839,2622,8,981,4,,
23840,2609,5,979,4,,
23841,2620,5,984,4,,
23842,2660,5,993,6,,
23843,2643,4,990,5,,
23844,2647,4,989,4,,
23845,2644,6,991,5,,
23846,2643,5,988,3,,
23847,2647,5,990,6,,
23848,2649,5,988,4,,
23849,2647,5,989,4,,
23850,2648,6,989,4,,
23851,2649,5,987,3,,
23852,2651,4,989,4,,
23853,2647,6,990,5,,
23854,2649,5,987,4,,
23855,2642,5,988,4,,
23856,2645,4,986,3,,
23857,2648,5,990,4,,
23858,2645,6,987,4,,
23859,2647,5,986,4,,
23860,2648,5,989,4,,
23861,2645,6,989,5,,
23862,2647,4,989,4,,
23863,2642,5,990,4,,
23864,2648,5,989,4,,
23865,2644,5,989,4,,
23866,2643,4,989,7,,
23867,2647,5,990,4,,
23868,2640,4,992,3,,
23869,2645,6,991,5,,
23870,2646,4,990,4,,
23871,2650,6,990,4,,
23872,2649,4,990,4,,
23873,2648,4,992,4,,
23874,2648,5,989,4,,
23875,2648,4,989,4,,
23876,2649,5,989,4,,
23877,2641,4,988,3,,
23878,2646,6,990,4,,
23879,2644,5,986,4,,
23880,2648,5,989,4,,
23881,2645,5,988,0,,
23882,2646,4,988,4,,
23883,2647,5,990,3,,
23884,2647,6,988,5,,
23885,2644,4,989,4,,
23886,2646,6,990,4,,
23887,2645,4,989,4,,
23888,2647,4,989,4,,
23889,2642,8,987,0,,
23890,2645,5,989,4,,
23891,2644,4,988,4,,
23892,2645,4,989,3,,
23893,2645,5,990,4,,
23894,2649,5,989,3,,
23895,2647,5,990,4,,
23896,2647,6,991,5,,
23897,2644,4,990,4,,
23898,2646,8,990,4,,
23899,2651,5,990,3,,
23900,2651,5,989,3,,
23901,2645,5,988,4,,
23902,2649,4,989,3,,
23903,2645,5,991,4,,
23904,2647,5,989,4,,
23905,2646,4,990,4,,
23906,2649,5,989,4,,
23907,2644,5,989,4,,
23908,2650,5,989,3,,
23909,2644,6,991,4,,
23910,2645,5,989,4,,
23911,2647,5,988,4,,
23912,2644,6,988,2,,
23913,2645,6,990,4,,
23914,2648,4,991,4,,
23915,2645,6,990,4,,
23916,2646,5,989,4,,
23917,2648,4,989,2,,
23918,2648,5,988,4,,
23919,2648,5,988,4,,
23920,2650,6,990,5,,
23921,2648,5,990,2,,
23922,2650,5,989,4,,
23923,2649,5,990,4,,
23924,2648,6,988,4,,
23925,2645,8,989,4,,
23926,2650,5,988,2,,
23927,2649,5,991,3,,
23928,2651,7,991,5,,
23929,2645,5,988,4,,
23930,2648,5,990,4,,
23931,2646,5,990,3,,
23932,2648,6,991,3,,
23933,2644,5,987,3,,
23934,2647,5,989,4,,
23935,2643,6,989,4,,
23936,2647,6,990,4,,
23937,2646,5,990,4,,
23938,2645,5,989,2,,
23939,2645,5,990,3,,
23940,2645,5,989,3,,
23941,2646,5,991,4,,
23942,2648,5,993,4,,
23943,2645,5,989,4,,
23944,2648,5,989,4,,
23945,2646,4,993,6,,
23946,2651,5,989,4,,
23947,2647,4,990,4,,
23948,2650,7,990,5,,
23949,2647,5,989,3,,
23950,2648,6,989,4,,
23951,2651,4,990,4,,
23952,2649,5,987,3,,
23953,2645,5,989,3,,
23954,2650,5,987,4,,
23955,2645,5,988,4,,
23956,2647,5,989,4,,
23957,2646,5,989,4,,
23958,2648,4,986,4,,
23959,2649,4,989,3,,
23960,2645,4,986,4,,
23961,2647,7,991,5,,
23962,2645,4,989,4,,
23963,2648,6,990,4,,
23964,2645,4,989,4,,
23965,2648,5,990,3,,
23966,2644,5,988,4,,
23967,2646,6,989,3,,
23968,2649,4,990,4,,
23969,2649,4,990,2,,
23970,2649,5,988,3,,
23971,2649,4,991,3,,
23972,2649,4,987,4,,
23973,2648,5,988,4,,
23974,2647,6,988,5,,
23975,2650,4,991,3,,
23976,2646,5,987,4,,
23977,2648,5,989,3,,
23978,2647,5,986,3,,
23979,2648,5,987,4,,
23980,2645,5,988,4,,
23981,2646,5,988,4,,
23982,2647,7,989,4,,
23983,2645,5,989,3,,
23984,2646,4,987,4,,
23985,2645,5,989,3,,
23986,2644,4,988,4,,
23987,2644,4,988,2,,
23988,2646,5,988,4,,
23989,2648,5,990,5,,
23990,2647,6,989,5,,
23991,2645,5,989,4,,
23992,2650,5,990,4,,
23993,2648,5,990,4,,
23994,2648,5,988,4,,
23995,2650,5,989,4,,
23996,2651,5,989,4,,
23997,2648,5,990,4,,
23998,2650,6,992,5,,
23999,2643,5,987,4,,
24000,2651,4,988,4,,
24001,2649,5,987,6,,
24002,2647,4,989,4,,
24003,2645,4,989,4,,
24004,2642,4,986,4,,
24005,2643,5,987,3,,
24006,2643,5,988,3,,
24007,2641,5,988,4,,
24008,2645,5,989,6,,
24009,2642,4,989,3,,
24010,2647,6,990,4,,
24011,2646,4,990,4,,
24012,2644,4,989,4,,
24013,2646,4,990,4,,
24014,2645,5,987,4,,
24015,2648,5,988,3,,
24016,2647,8,989,5,,
24017,2646,4,988,4,,
24018,2650,6,989,5,,
24019,2649,4,990,3,,
24020,2648,4,987,4,,
24021,2651,4,989,4,,
24022,2649,5,986,4,,
24023,2647,4,989,3,,
24024,2647,4,988,4,,
24025,2647,4,988,3,,
24026,2647,6,988,5,,
24027,2648,4,986,4,,
24028,2644,4,988,4,,
24029,2645,4,987,2,,
24030,2646,5,987,4,,
24031,2647,4,990,4,,
24032,2642,4,986,4,,
24033,2645,5,989,4,,
24034,2643,5,988,4,,
24035,2644,4,990,3,,
24036,2646,5,989,3,,
24037,2645,4,991,3,,
24038,2642,6,989,4,,
24039,2645,5,988,3,,
24040,2646,4,988,4,,
24041,2649,5,989,3,,
24042,2650,5,987,3,,
24043,2649,5,990,4,,
24044,2647,5,988,3,,
24045,2647,5,988,4,,
24046,2646,5,987,4,,
24047,2645,4,989,3,,
24048,2649,4,987,3,,
24049,2648,5,987,4,,
24050,2647,6,988,5,,
24051,2650,4,988,4,,
24052,2646,5,987,4,,
24053,2645,5,988,3,,
24054,2646,5,988,4,,
24055,2641,5,986,0,,
24056,2645,4,989,4,,
24057,2646,4,989,4,,
24058,2643,5,989,5,,
24059,2645,5,989,4,,
24060,2646,6,987,4,,
24061,2648,5,989,4,,
24062,2645,5,988,4,,
24063,2645,5,986,4,,
24064,2647,5,987,4,,
24065,2644,4,987,5,,
24066,2645,4,987,5,,
24067,2647,4,988,3,,
24068,2646,5,989,4,,
24069,2645,5,989,4,,
24070,2644,5,989,4,,
24071,2648,5,987,4,,
24072,2645,4,988,4,,
24073,2646,4,987,5,,
24074,2643,4,989,4,,
24075,2645,5,987,3,,
24076,2643,4,987,4,,
24077,2645,4,988,4,,
24078,2642,5,988,4,,
24079,2644,6,990,5,,
24080,2641,5,989,4,,
24081,2646,5,989,5,,
24082,2643,5,989,4,,
24083,2644,5,987,3,,
24084,2645,4,990,4,,
24085,2646,4,990,4,,
24086,2644,5,990,3,,
24087,2646,6,991,5,,
24088,2642,5,987,4,,
24089,2648,5,990,5,,
24090,2646,4,987,4,,
24091,2646,5,990,4,,
24092,2645,4,989,4,,
24093,2645,5,989,4,,
24094,2646,4,989,4,,
24095,2647,6,991,4,,
24096,2644,4,987,3,,
24097,2647,5,989,5,,
24098,2643,4,989,4,,
24099,2645,4,988,4,,
24100,2645,4,988,3,,
24101,2642,5,989,4,,
24102,2643,4,988,4,,
24103,2643,4,988,3,,
24104,2642,6,990,5,,
24105,2644,4,989,3,,
24106,2636,5,987,4,,
24107,2646,4,989,4,,
24108,2641,4,988,3,,
24109,2645,5,989,4,,
24110,2639,5,989,4,,
24111,2646,5,988,4,,
24112,2646,6,989,5,,
24113,2647,4,989,4,,
24114,2642,6,988,4,,
24115,2647,4,990,4,,
24116,2642,5,987,3,,
24117,2647,5,989,4,,
24118,2643,4,991,3,,
24119,2646,6,988,5,,
24120,2645,4,990,2,,
24121,2645,4,988,4,,
24122,2643,5,988,3,,
24123,2644,4,992,4,,
24124,2643,5,989,4,,
24125,2646,5,988,4,,
24126,2641,5,990,4,,
24127,2645,4,989,4,,
24128,2638,6,989,4,,
24129,2643,5,988,3,,
24130,2641,5,989,3,,
24131,2645,4,989,4,,
24132,2642,4,989,3,,
24133,2643,4,991,4,,
24134,2639,5,989,3,,
24135,2643,5,988,3,,
24136,2646,6,992,4,,
24137,2645,5,988,4,,
24138,2646,5,990,4,,
24139,2643,4,989,4,,
24140,2646,5,989,4,,
24141,2649,4,991,4,,
24142,2645,5,989,3,,
24143,2648,4,988,4,,
24144,2644,6,987,5,,
24145,2646,4,987,3,,
24146,2644,5,990,4,,
24147,2643,5,987,3,,
24148,2644,4,989,4,,
24149,2648,4,987,3,,
24150,2643,6,989,4,,
24151,2645,4,990,4,,
24152,2641,7,988,4,,
24153,2645,4,989,4,,
24154,2642,5,988,4,,
24155,2645,4,987,4,,
24156,2643,4,990,4,,
24157,2644,5,989,4,,
24158,2643,4,989,3,,
24159,2644,5,990,4,,
24160,2643,5,990,3,,
24161,2648,5,990,6,,
24162,2641,4,990,6,,
24163,2649,4,989,4,,
24164,2645,4,988,3,,
24165,2647,5,988,3,,
24166,2645,5,989,4,,
24167,2649,5,990,3,,
24168,2644,4,986,4,,
24169,2652,6,990,5,,
