RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,Sensor4,acc,depth
788,2648,5,991,5,,
789,2641,5,989,4,,
790,2646,6,987,3,,
791,2641,4,990,2,,
792,2647,5,990,4,,
793,2644,5,989,4,,
794,2644,5,990,4,,
795,2642,4,989,3,,
796,2647,6,990,5,,
797,2641,4,990,3,,
798,2643,4,991,4,,
799,2642,4,990,3,,
800,2646,5,991,4,,
801,2646,4,991,4,,
802,2646,5,990,3,,
803,2643,5,990,4,,
804,2644,5,990,4,,
805,2641,5,989,4,,
806,2645,5,989,4,,
807,2643,4,989,3,,
808,2647,6,992,5,,
809,2641,4,989,4,,
810,2646,6,990,4,,
811,2643,5,989,4,,
812,2646,5,990,4,,
813,2648,4,990,3,,
814,2643,4,994,4,,
815,2641,4,990,4,,
816,2646,6,991,4,,
817,2645,5,989,3,,
818,2646,5,991,4,,
819,2643,5,989,4,,
820,2648,5,990,3,,
821,2642,5,990,4,,
822,2641,6,989,3,,
823,2640,4,990,4,,
824,2646,6,990,5,,
825,2642,5,989,4,,
826,2648,8,990,4,,
827,2643,5,990,4,,
828,2646,4,991,4,,
829,2642,4,989,4,,
830,2648,5,989,3,,
831,2643,5,990,4,,
832,2646,5,988,4,,
833,2646,4,988,6,,
834,2648,4,991,5,,
835,2643,4,989,4,,
836,2647,5,991,4,,
837,2641,4,989,4,,
838,2644,4,989,3,,
839,2643,5,993,8,,
840,2648,5,990,3,,
841,2642,6,987,4,,
842,2646,5,991,3,,
843,2642,5,990,0,,
844,2644,5,990,3,,
845,2643,5,989,3,,
846,2646,4,990,4,,
847,2644,6,987,5,,
848,2645,4,990,4,,
849,2646,6,990,5,,
850,2645,4,989,4,,
851,2644,5,990,0,,
852,2648,4,989,3,,
853,2644,4,989,4,,
854,2649,5,991,4,,
855,2645,9,993,3,,
856,2645,4,990,4,,
857,2644,6,988,4,,
858,2648,4,988,4,,
859,2643,5,984,4,,
860,2648,4,990,4,,
861,2645,5,990,3,,
862,2650,4,991,3,,
863,2644,9,992,5,,
864,2647,4,990,2,,
865,2644,5,990,4,,
866,2647,5,990,4,,
867,2646,5,988,4,,
868,2647,4,991,4,,
869,2642,5,990,4,,
870,2645,5,988,4,,
871,2645,4,989,3,,
872,2648,4,990,3,,
873,2645,6,990,4,,
874,2646,6,991,4,,
875,2643,4,988,0,,
876,2645,4,989,3,,
877,2644,5,989,4,,
878,2646,5,989,4,,
879,2645,8,989,5,,
880,2647,4,990,3,,
881,2646,6,991,4,,
882,2649,4,991,3,,
883,2642,5,991,3,,
884,2649,4,990,3,,
885,2646,4,987,3,,
886,2648,4,990,3,,
887,2649,8,987,0,,
888,2645,4,988,4,,
889,2647,6,988,6,,
890,2648,5,990,4,,
891,2646,4,989,4,,
892,2646,5,993,4,,
893,2643,4,988,4,,
894,2647,5,991,4,,
895,2645,6,989,3,,
896,2645,5,991,3,,
897,2645,4,989,4,,
898,2643,4,989,4,,
899,2644,5,991,4,,
900,2648,5,990,3,,
901,2644,5,990,3,,
902,2646,4,989,4,,
903,2648,4,990,3,,
904,2646,0,990,3,,
905,2646,4,993,4,,
906,2645,5,989,4,,
907,2647,6,991,5,,
908,2649,4,989,4,,
909,2647,6,990,5,,
910,2648,5,990,3,,
911,2645,5,990,4,,
912,2647,4,989,4,,
913,2646,5,989,3,,
914,2648,4,989,4,,
915,2647,6,991,5,,
916,2646,4,988,4,,
917,2646,5,990,5,,
918,2644,5,989,4,,
919,2646,4,991,4,,
920,2643,4,990,4,,
921,2645,5,990,4,,
922,2645,5,991,4,,
923,2647,7,991,4,,
924,2646,4,990,4,,
925,2645,4,990,4,,
926,2646,6,990,4,,
927,2646,4,990,4,,
928,2648,4,991,4,,
929,2644,5,990,2,,
930,2648,6,991,4,,
931,2647,5,991,4,,
932,2649,5,989,4,,
933,2645,5,990,4,,
934,2646,5,988,4,,
935,2648,5,989,3,,
936,2650,5,989,4,,
937,2648,5,988,3,,
938,2647,4,991,4,,
939,2646,5,990,4,,
940,2648,5,990,5,,
941,2648,5,990,4,,
942,2646,5,990,4,,
943,2646,5,991,4,,
944,2644,5,988,4,,
945,2648,5,991,4,,
946,2646,5,989,3,,
947,2644,5,990,4,,
948,2649,6,991,5,,
949,2647,4,991,5,,
950,2650,4,989,4,,
951,2645,5,989,4,,
952,2644,5,991,4,,
953,2645,6,991,4,,
954,2646,4,989,5,,
955,2646,6,990,4,,
956,2648,4,991,4,,
957,2646,4,991,4,,
958,2646,5,990,4,,
959,2646,5,989,3,,
960,2647,4,989,3,,
961,2648,4,990,4,,
962,2646,5,989,4,,
963,2646,5,990,6,,
964,2646,5,991,6,,
965,2642,5,989,3,,
966,2644,5,990,4,,
967,2647,5,990,4,,
968,2646,5,990,4,,
969,2642,5,991,4,,
970,2644,5,991,4,,
971,2647,5,991,3,,
972,2644,5,989,4,,
973,2646,6,991,4,,
974,2646,4,990,4,,
975,2646,7,990,5,,
976,2645,5,989,4,,
977,2646,6,990,4,,
978,2648,5,989,4,,
979,2646,5,990,4,,
980,2648,5,991,3,,
981,2644,5,989,4,,
982,2645,4,990,4,,
983,2648,6,992,5,,
984,2649,4,991,4,,
985,2644,5,991,4,,
986,2645,4,990,4,,
987,2643,5,989,4,,
988,2643,4,989,4,,
989,2644,5,988,4,,
990,2645,4,990,4,,
991,2647,6,990,5,,
992,2646,5,990,4,,
993,2645,5,990,4,,
994,2644,5,989,6,,
995,2644,5,991,6,,
996,2646,6,990,4,,
997,2646,3,993,5,,
998,2642,4,989,3,,
999,2644,6,990,4,,
1000,2644,5,988,4,,
1001,2642,6,991,4,,
1002,2648,5,991,4,,
1003,2645,5,988,4,,
1004,2647,5,989,4,,
1005,2645,5,992,6,,
1006,2646,4,990,3,,
1007,2646,6,991,4,,
1008,2642,5,990,3,,
1009,2650,5,990,0,,
1010,2646,4,991,4,,
1011,2645,5,992,4,,
1012,2646,5,991,4,,
1013,2643,7,990,5,,
1014,2645,5,991,4,,
1015,2646,4,990,4,,
1016,2645,5,990,4,,
1017,2643,4,990,4,,
1018,2645,4,991,4,,
1019,2645,4,989,3,,
1020,2647,4,989,3,,
1021,2644,6,990,5,,
1022,2645,4,991,3,,
1023,2646,6,990,5,,
1024,2648,5,990,3,,
1025,2646,5,990,4,,
1026,2645,4,990,4,,
1027,2644,4,990,4,,
1028,2645,5,989,3,,
1029,2641,5,990,3,,
1030,2646,6,989,4,,
1031,2642,4,990,3,,
1032,2647,8,990,4,,
1033,2643,5,990,3,,
1034,2648,5,990,4,,
1035,2645,4,990,4,,
1036,2647,8,991,5,,
1037,2643,5,989,3,,
1038,2647,6,991,4,,
1039,2645,5,990,4,,
1040,2646,5,990,4,,
1041,2643,6,993,2,,
1042,2645,6,990,4,,
1043,2643,5,991,4,,
1044,2646,6,992,5,,
1045,2644,4,991,4,,
1046,2646,5,990,4,,
1047,2645,4,990,4,,
1048,2646,6,991,4,,
1049,2644,5,990,4,,
1050,2647,5,990,7,,
1051,2645,4,990,3,,
1052,2647,7,991,4,,
1053,2644,4,991,4,,
1054,2646,6,990,5,,
1055,2643,4,989,4,,
1056,2646,5,989,4,,
1057,2646,5,989,7,,
1058,2648,4,990,4,,
1059,2646,5,990,4,,
1060,2646,4,989,4,,
1061,2644,5,989,4,,
1062,2645,4,989,4,,
1063,2642,4,990,4,,
1064,2643,4,991,7,,
1065,2643,4,989,4,,
1066,2646,4,990,3,,
1067,2643,6,989,5,,
1068,2644,4,991,4,,
1069,2646,5,991,5,,
1070,2643,4,989,4,,
1071,2646,5,992,4,,
1072,2645,4,989,4,,
1073,2647,4,990,4,,
1074,2645,4,989,3,,
1075,2649,6,991,6,,
1076,2650,4,989,4,,
1077,2646,5,990,3,,
1078,2649,4,989,4,,
1079,2647,5,990,4,,
1080,2646,5,989,4,,
1081,2648,5,989,3,,
1082,2647,5,988,4,,
1083,2648,6,991,5,,
1084,2647,5,990,4,,
1085,2645,4,989,4,,
1086,2645,5,989,4,,
1087,2644,5,990,3,,
1088,2643,5,989,4,,
1089,2645,5,989,4,,
1090,2646,5,990,4,,
1091,2645,5,990,4,,
1092,2645,5,991,4,,
1093,2645,6,992,6,,
1094,2642,5,989,3,,
1095,2647,6,990,4,,
1096,2648,4,988,4,,
1097,2646,5,991,4,,
1098,2647,4,988,4,,
1099,2645,4,991,4,,
1100,2644,4,987,2,,
1101,2646,6,991,5,,
1102,2650,4,988,3,,
1103,2646,6,990,5,,
1104,2645,6,990,3,,
1105,2647,5,989,4,,
1106,2647,4,992,3,,
1107,2642,4,989,3,,
1108,2647,5,988,3,,
1109,2647,6,992,5,,
1110,2646,4,988,3,,
1111,2646,5,990,4,,
1112,2646,5,988,4,,
1113,2645,5,991,4,,
1114,2646,4,988,4,,
1115,2645,4,990,4,,
1116,2645,4,989,3,,
1117,2647,6,992,5,,
1118,2645,5,989,4,,
1119,2646,8,990,4,,
1120,2646,5,989,4,,
1121,2646,5,989,6,,
1122,2645,5,989,4,,
1123,2648,4,990,4,,
1124,2646,4,989,4,,
1125,2645,4,990,4,,
1126,2648,5,988,4,,
1127,2648,5,990,4,,
1128,2645,4,988,2,,
1129,2646,5,990,3,,
1130,2647,6,991,5,,
1131,2644,4,989,4,,
1132,2646,5,988,4,,
1133,2646,5,991,4,,
1134,2645,4,988,4,,
1135,2644,4,990,4,,
1136,2644,5,987,4,,
1137,2646,5,989,4,,
1138,2647,6,989,5,,
1139,2648,4,990,3,,
1140,2646,4,988,5,,
1141,2643,4,989,4,,
1142,2646,4,988,4,,
1143,2648,5,990,4,,
1144,2643,5,988,4,,
1145,2648,5,989,4,,
1146,2648,6,991,5,,
1147,2647,5,989,4,,
1148,2647,5,988,4,,
1149,2645,4,989,3,,
1150,2647,4,988,3,,
1151,2646,4,989,5,,
1152,2647,5,988,4,,
1153,2645,5,988,6,,
1154,2646,4,988,3,,
1155,2649,4,990,4,,
1156,2647,4,989,4,,
1157,2645,4,989,5,,
1158,2643,5,988,4,,
1159,2649,6,991,5,,
1160,2646,5,989,3,,
1161,2646,1,990,4,,
1162,2648,5,989,3,,
1163,2646,4,990,4,,
1164,2645,4,988,3,,
1165,2647,7,991,4,,
1166,2647,4,989,4,,
1167,2646,6,991,5,,
1168,2645,5,989,4,,
1169,2646,5,989,3,,
1170,2644,4,988,3,,
1171,2644,5,988,3,,
1172,2649,4,989,3,,
1173,2645,8,992,4,,
1174,2648,5,989,4,,
1175,2646,6,991,1,,
1176,2646,5,989,4,,
1177,2646,4,987,4,,
1178,2646,4,987,4,,
1179,2650,5,990,4,,
1180,2645,4,989,4,,
1181,2648,8,990,4,,
1182,2644,4,988,4,,
1183,2647,6,992,4,,
1184,2647,5,990,4,,
1185,2645,5,990,4,,
1186,2645,4,989,2,,
1187,2647,5,989,4,,
1188,2645,5,989,4,,
1189,2645,4,989,4,,
1190,2644,5,989,4,,
1191,2642,4,989,4,,
1192,2649,6,992,5,,
1193,2648,5,990,4,,
1194,2646,5,990,4,,
1195,2646,5,989,2,,
1196,2648,5,990,4,,
1197,2648,5,988,2,,
1198,2649,5,990,4,,
1199,2645,4,989,4,,
1200,2649,7,991,5,,
1201,2647,5,990,4,,
1202,2647,4,988,5,,
1203,2646,5,988,4,,
1204,2645,5,988,4,,
1205,2644,5,990,4,,
1206,2646,5,990,5,,
1207,2643,4,990,4,,
1208,2645,6,992,5,,
1209,2644,5,989,4,,
1210,2643,6,991,4,,
1211,2646,4,989,4,,
1212,2645,5,993,4,,
1213,2644,4,994,3,,
1214,2643,5,989,4,,
1215,2647,4,990,3,,
1216,2645,5,989,4,,
1217,2646,5,990,6,,
1218,2644,4,991,6,,
1219,2648,5,990,4,,
1220,2646,5,991,3,,
1221,2645,4,988,4,,
1222,2644,4,988,3,,
1223,2647,4,989,5,,
1224,2646,4,988,3,,
1225,2644,6,990,4,,
1226,2648,5,989,3,,
1227,2646,4,989,3,,
1228,2645,6,989,4,,
1229,2643,5,988,4,,
1230,2644,5,988,3,,
1231,2641,4,991,5,,
1232,2645,4,989,4,,
1233,2646,5,991,0,,
1234,2642,4,991,3,,
1235,2646,5,990,2,,
1236,2644,5,988,4,,
1237,2643,4,991,3,,
1238,2645,5,991,4,,
1239,2645,7,991,3,,
1240,2645,6,990,3,,
1241,2646,5,992,5,,
1242,2644,5,990,3,,
1243,2646,3,989,4,,
1244,2643,5,990,4,,
1245,2649,4,991,4,,
1246,2643,5,990,4,,
1247,2645,8,990,4,,
1248,2645,5,990,3,,
1249,2645,5,989,4,,
1250,2645,4,991,4,,
1251,2646,5,990,6,,
1252,2643,4,992,6,,
1253,2645,4,985,3,,
1254,2643,5,989,4,,
1255,2643,5,989,4,,
1256,2644,7,990,5,,
1257,2645,5,990,4,,
1258,2644,6,991,3,,
1259,2649,5,993,6,,
1260,2645,5,991,3,,
1261,2645,4,991,6,,
1262,2642,5,989,4,,
1263,2647,6,991,5,,
1264,2642,5,990,3,,
1265,2646,6,990,5,,
1266,2642,4,988,4,,
1267,2650,4,990,4,,
1268,2644,4,989,2,,
1269,2647,2,989,4,,
1270,2642,5,990,4,,
1271,2647,6,991,4,,
1272,2644,5,990,3,,
1273,2644,5,991,4,,
1274,2642,4,989,4,,
1275,2647,5,990,4,,
1276,2642,5,989,4,,
1277,2644,5,989,3,,
1278,2642,4,990,4,,
1279,2650,6,991,5,,
1280,2644,5,991,3,,
1281,2647,5,990,4,,
1282,2643,5,991,2,,
1283,2643,4,990,3,,
1284,2642,5,990,4,,
1285,2648,5,991,2,,
1286,2643,6,990,4,,
1287,2644,4,989,4,,
1288,2645,4,991,4,,
1289,2644,5,990,3,,
1290,2643,5,989,4,,
1291,2648,5,991,4,,
1292,2644,6,991,5,,
1293,2646,4,991,3,,
1294,2640,6,990,4,,
1295,2647,5,990,4,,
1296,2642,4,989,4,,
1297,2643,4,988,3,,
1298,2643,4,989,4,,
1299,2646,4,989,3,,
1300,2644,7,990,5,,
1301,2647,5,989,3,,
1302,2644,8,989,4,,
1303,2647,4,989,3,,
1304,2642,4,990,4,,
1305,2644,5,990,4,,
1306,2643,5,989,4,,
1307,2646,5,990,3,,
1308,2644,5,992,5,,
1309,2648,5,989,4,,
1310,2642,5,990,3,,
1311,2645,5,990,4,,
1312,2644,6,990,3,,
1313,2645,4,990,6,,
1314,2643,4,991,6,,
1315,2648,5,989,4,,
1316,2643,4,990,4,,
1317,2646,4,989,3,,
1318,2644,6,990,4,,
1319,2648,5,990,4,,
1320,2643,5,988,4,,
1321,2646,4,990,3,,
1322,2644,5,988,3,,
1323,2647,5,989,4,,
1324,2644,5,990,8,,
1325,2645,5,989,4,,
1326,2643,1,990,5,,
1327,2646,4,990,4,,
1328,2642,6,989,4,,
1329,2644,5,990,3,,
1330,2644,4,989,3,,
1331,2643,4,989,4,,
1332,2645,5,987,4,,
1333,2647,4,990,4,,
1334,2642,6,990,5,,
1335,2646,5,990,4,,
1336,2644,4,990,4,,
1337,2649,4,991,4,,
1338,2643,4,989,4,,
1339,2647,5,989,3,,
1340,2644,8,991,7,,
1341,2647,5,989,4,,
1342,2646,6,990,5,,
1343,2647,5,991,3,,
1344,2644,5,989,3,,
1345,2646,5,989,4,,
1346,2643,4,990,3,,
1347,2647,5,989,3,,
1348,2645,4,990,4,,
1349,2647,5,989,4,,
1350,2642,5,989,3,,
1351,2646,5,990,4,,
1352,2646,5,989,4,,
1353,2646,5,990,4,,
1354,2645,4,989,4,,
1355,2645,2,991,5,,
1356,2644,4,989,3,,
1357,2651,5,990,5,,
1358,2643,4,988,3,,
1359,2645,4,991,4,,
1360,2646,5,989,4,,
1361,2642,8,988,4,,
1362,2646,5,989,4,,
1363,2648,5,991,4,,
1364,2644,5,988,4,,
1365,2648,5,991,4,,
1366,2650,5,991,0,,
1367,2648,5,990,4,,
1368,2645,5,991,4,,
1369,2649,4,989,4,,
1370,2647,4,990,4,,
1371,2646,5,991,4,,
1372,2644,4,989,3,,
1373,2645,6,991,5,,
1374,2646,5,990,4,,
1375,2648,5,990,5,,
1376,2645,6,989,4,,
1377,2646,5,990,4,,
1378,2642,4,991,2,,
1379,2645,5,989,3,,
1380,2645,5,990,4,,
1381,2647,4,989,4,,
1382,2646,4,989,4,,
1383,2646,5,991,4,,
1384,2647,4,988,4,,
1385,2645,5,990,4,,
1386,2647,6,990,5,,
1387,2646,4,990,4,,
1388,2648,6,991,4,,
1389,2645,5,990,4,,
1390,2647,5,989,4,,
1391,2648,4,989,4,,
1392,2647,4,989,3,,
1393,2646,4,989,3,,
1394,2650,6,990,5,,
1395,2647,4,990,3,,
1396,2644,5,990,4,,
1397,2646,6,989,3,,
1398,2646,5,990,4,,
1399,2644,4,988,4,,
1400,2642,5,989,4,,
1401,2644,4,990,4,,
1402,2647,5,992,5,,
1403,2645,4,991,4,,
1404,2647,5,990,4,,
1405,2648,4,991,3,,
1406,2645,6,991,5,,
1407,2647,5,991,2,,
1408,2646,5,991,4,,
1409,2647,5,991,2,,
1410,2648,4,991,3,,
1411,2649,5,989,3,,
1412,2647,5,989,4,,
1413,2649,5,990,4,,
1414,2647,4,989,4,,
1415,2647,4,989,1,,
1416,2646,5,990,3,,
1417,2646,6,989,5,,
1418,2647,4,990,4,,
1419,2642,5,989,3,,
1420,2648,4,987,4,,
1421,2647,4,985,4,,
1422,2644,4,989,3,,
1423,2647,4,992,4,,
1424,2643,4,991,4,,
1425,2647,6,991,5,,
1426,2645,4,989,4,,
1427,2647,6,990,4,,
1428,2642,4,989,4,,
1429,2646,5,991,4,,
1430,2644,5,991,4,,
1431,2647,5,991,4,,
1432,2646,4,990,4,,
1433,2647,6,990,4,,
1434,2645,4,990,4,,
1435,2647,6,990,4,,
1436,2648,5,989,4,,
1437,2646,5,990,4,,
1438,2645,4,990,7,,
1439,2647,5,989,4,,
1440,2646,5,991,2,,
1441,2645,5,989,3,,
1442,2648,5,990,4,,
1443,2647,6,990,4,,
1444,2646,5,989,4,,
1445,2644,4,988,3,,
1446,2639,5,987,4,,
1447,2635,5,982,4,,
1448,2652,5,992,3,,
1449,2642,5,989,4,,
1450,2656,4,994,3,,
1451,2642,4,990,4,,
1452,2657,4,988,5,,
1453,2647,5,990,4,,
1454,2648,4,990,4,,
1455,2644,7,991,0,,
1456,2640,5,987,4,,
1457,2639,6,988,4,,
1458,2648,4,990,4,,
1459,2643,5,989,5,,
1460,2643,5,990,4,,
1461,2649,4,991,3,,
1462,2651,5,982,3,,
1463,2655,6,995,5,,
1464,2631,4,985,3,,
1465,2660,4,993,4,,
1466,2635,4,987,3,,
1467,2658,4,995,4,,
1468,2653,4,994,3,,
1469,2639,5,989,4,,
1470,2619,5,978,3,,
1471,2650,6,992,5,,
1472,2607,4,980,4,,
1473,2662,5,997,3,,
1474,2653,4,994,6,,
1475,2641,5,990,6,,
1476,2615,5,982,4,,
1477,2603,6,977,5,,
1478,2647,4,991,4,,
1479,2644,5,991,4,,
1480,2640,4,990,3,,
1481,2642,5,990,4,,
1482,2642,5,991,3,,
1483,2657,5,994,4,,
1484,2628,5,985,3,,
1485,2653,6,994,5,,
1486,2645,4,990,4,,
1487,2646,5,988,4,,
1488,2642,5,989,4,,
1489,2643,4,988,4,,
1490,2646,5,990,4,,
1491,2645,5,990,2,,
1492,2652,5,994,3,,
1493,2617,7,981,5,,
1494,2645,4,990,3,,
1495,2646,6,991,3,,
1496,2658,5,995,4,,
1497,2649,4,992,4,,
1498,2626,5,986,4,,
1499,2661,4,995,4,,
1500,2643,4,989,4,,
1501,2657,6,998,5,,
1502,2642,4,989,3,,
1503,2658,5,996,4,,
1504,2654,4,996,4,,
1505,2657,4,998,4,,
1506,2655,4,995,4,,
1507,2661,5,996,4,,
1508,2632,6,987,3,,
1509,2643,5,988,4,,
1510,2642,7,990,4,,
1511,2647,4,989,4,,
1512,2644,5,989,4,,
1513,2645,5,989,4,,
1514,2645,5,990,3,,
1515,2644,5,988,4,,
1516,2643,7,991,4,,
1517,2648,4,990,4,,
1518,2644,6,988,4,,
1519,2644,5,991,3,,
1520,2642,5,990,3,,
1521,2646,4,991,3,,
1522,2644,5,991,3,,
1523,2645,4,990,4,,
1524,2645,6,991,5,,
1525,2646,5,989,3,,
1526,2646,6,990,4,,
1527,2646,4,991,4,,
1528,2644,5,990,3,,
1529,2646,5,990,4,,
1530,2644,4,991,6,,
1531,2647,5,990,4,,
1532,2649,6,990,5,,
1533,2649,4,990,4,,
1534,2646,6,993,4,,
1535,2646,4,989,3,,
1536,2647,6,991,3,,
1537,2646,4,990,6,,
1538,2647,5,990,4,,
1539,2645,6,990,3,,
1540,2647,5,989,4,,
1541,2647,5,989,4,,
1542,2642,5,991,4,,
1543,2645,4,990,4,,
1544,2645,4,990,3,,
1545,2646,6,991,4,,
1546,2644,5,990,3,,
1547,2646,5,990,4,,
1548,2643,5,989,3,,
1549,2647,6,992,4,,
1550,2643,4,991,4,,
1551,2647,4,988,4,,
1552,2645,5,989,4,,
1553,2646,5,990,4,,
1554,2644,4,989,4,,
1555,2646,6,992,5,,
1556,2645,4,989,3,,
1557,2648,5,990,4,,
1558,2648,5,988,4,,
1559,2645,4,990,4,,
1560,2645,4,989,4,,
1561,2647,4,989,4,,
1562,2645,4,991,3,,
1563,2648,6,989,5,,
1564,2646,8,989,1,,
1565,2648,4,988,4,,
1566,2647,4,989,4,,
1567,2645,5,988,3,,
1568,2644,4,989,3,,
1569,2643,5,987,3,,
1570,2644,5,991,4,,
1571,2645,4,988,3,,
1572,2646,5,990,4,,
1573,2645,5,989,4,,
1574,2645,5,989,4,,
1575,2646,4,988,4,,
1576,2647,5,991,2,,
1577,2647,6,991,4,,
1578,2647,4,989,4,,
1579,2650,6,990,4,,
1580,2645,5,991,4,,
1581,2646,5,990,5,,
1582,2646,4,989,3,,
1583,2648,5,987,4,,
1584,2646,4,988,3,,
1585,2647,6,989,5,,
1586,2645,4,989,4,,
1587,2646,6,990,4,,
1588,2647,5,988,4,,
1589,2648,4,988,4,,
1590,2646,4,989,4,,
1591,2649,5,989,4,,
1592,2645,4,990,4,,
1593,2646,6,990,5,,
1594,2648,5,990,4,,
1595,2647,6,989,4,,
1596,2646,5,989,4,,
1597,2646,5,986,4,,
1598,2646,5,991,4,,
1599,2649,4,990,4,,
1600,2645,5,991,2,,
1601,2646,5,990,4,,
1602,2646,5,991,4,,
1603,2645,5,989,3,,
1604,2647,5,990,4,,
1605,2646,6,988,3,,
1606,2645,5,989,3,,
1607,2648,6,990,5,,
1608,2648,5,990,3,,
1609,2648,6,987,4,,
1610,2643,5,989,3,,
1611,2645,5,987,4,,
1612,2648,5,989,4,,
1613,2646,0,989,3,,
1614,2646,5,989,4,,
1615,2647,6,990,6,,
1616,2644,4,989,4,,
1617,2646,5,988,4,,
1618,2645,4,990,4,,
1619,2645,5,988,3,,
1620,2644,4,991,3,,
1621,2646,8,989,4,,
1622,2644,5,989,4,,
1623,2646,6,990,5,,
1624,2646,4,988,4,,
1625,2647,5,989,4,,
1626,2646,5,991,4,,
1627,2644,5,990,4,,
1628,2648,5,991,4,,
1629,2646,4,989,3,,
1630,2647,5,989,4,,
1631,2645,6,990,5,,
1632,2647,4,989,4,,
1633,2646,6,989,5,,
1634,2647,4,991,4,,
1635,2647,5,989,3,,
1636,2647,4,989,4,,
1637,2645,5,987,4,,
1638,2645,4,990,4,,
1639,2643,3,990,4,,
1640,2648,6,993,6,,
1641,2644,5,989,4,,
1642,2646,6,991,4,,
1643,2645,5,989,4,,
1644,2645,4,990,4,,
1645,2645,4,990,3,,
1646,2649,5,990,4,,
1647,2646,5,989,4,,
1648,2650,6,992,5,,
1649,2643,4,988,4,,
1650,2646,5,990,5,,
1651,2644,5,989,4,,
1652,2645,4,990,3,,
1653,2649,5,989,3,,
1654,2648,5,989,4,,
1655,2645,4,989,4,,
1656,2649,6,991,5,,
1657,2647,5,989,3,,
1658,2646,4,991,4,,
1659,2647,5,987,4,,
1660,2646,5,990,4,,
1661,2644,4,988,3,,
1662,2646,4,989,2,,
1663,2644,4,989,4,,
1664,2645,5,989,4,,
1665,2647,5,990,4,,
1666,2646,4,991,4,,
1667,2643,5,990,4,,
1668,2646,5,992,4,,
1669,2645,5,989,4,,
1670,2644,5,989,4,,
1671,2647,5,990,4,,
1672,2645,4,989,4,,
1673,2646,5,992,4,,
1674,2646,4,991,4,,
1675,2648,5,989,3,,
1676,2648,4,991,4,,
1677,2645,4,990,4,,
1678,2645,4,989,3,,
1679,2649,6,989,5,,
1680,2645,5,990,4,,
1681,2646,4,990,4,,
1682,2643,4,990,4,,
1683,2644,4,990,4,,
1684,2644,4,990,4,,
1685,2647,5,989,4,,
1686,2645,5,990,4,,
1687,2647,6,990,5,,
1688,2647,4,991,3,,
1689,2646,5,992,4,,
1690,2646,5,989,3,,
1691,2646,5,989,4,,
1692,2646,5,990,3,,
1693,2639,5,989,4,,
1694,2644,5,987,4,,
1695,2645,6,990,4,,
1696,2647,4,991,4,,
1697,2645,4,991,4,,
1698,2645,5,991,3,,
1699,2644,5,989,4,,
1700,2647,5,990,4,,
1701,2644,4,990,4,,
1702,2644,5,989,4,,
1703,2643,4,989,3,,
1704,2646,5,990,5,,
1705,2645,4,989,3,,
1706,2646,5,990,6,,
1707,2643,3,989,4,,
1708,2645,5,989,4,,
1709,2645,5,990,5,,
1710,2645,6,990,6,,
1711,2644,4,989,4,,
1712,2644,5,988,4,,
1713,2643,5,989,4,,
1714,2643,4,990,3,,
1715,2643,5,990,4,,
1716,2643,5,991,4,,
1717,2643,5,989,4,,
1718,2644,5,990,5,,
1719,2646,4,991,2,,
1720,2646,5,990,4,,
1721,2645,5,990,4,,
1722,2645,5,991,4,,
1723,2644,4,990,5,,
1724,2647,5,990,4,,
1725,2644,5,990,5,,
1726,2646,4,989,4,,
1727,2643,5,987,4,,
1728,2647,4,989,4,,
1729,2645,5,989,4,,
1730,2645,5,988,4,,
1731,2645,4,990,4,,
1732,2643,4,990,4,,
1733,2646,5,989,4,,
1734,2643,4,990,3,,
1735,2645,4,989,4,,
1736,2642,4,991,4,,
1737,2642,5,988,4,,
1738,2644,4,990,4,,
1739,2645,6,992,5,,
1740,2641,4,989,4,,
1741,2644,5,988,5,,
1742,2643,5,990,4,,
1743,2646,6,994,4,,
1744,2642,1,990,4,,
1745,2642,5,990,4,,
1746,2644,5,991,3,,
1747,2645,6,991,5,,
1748,2645,5,990,4,,
1749,2644,4,989,5,,
1750,2648,5,990,4,,
1751,2642,5,990,4,,
1752,2645,4,989,4,,
1753,2643,4,990,4,,
1754,2646,5,990,4,,
1755,2644,6,991,5,,
1756,2646,5,990,4,,
1757,2642,6,989,4,,
1758,2645,5,990,4,,
1759,2643,7,989,6,,
1760,2647,4,990,4,,
1761,2643,5,989,4,,
1762,2647,4,989,4,,
1763,2641,5,990,4,,
1764,2644,5,990,7,,
1765,2642,5,989,4,,
1766,2641,4,989,3,,
1767,2643,5,990,3,,
1768,2645,4,989,3,,
1769,2641,6,989,4,,
1770,2648,4,990,3,,
1771,2642,6,988,5,,
1772,2643,4,990,4,,
1773,2643,5,990,4,,
1774,2646,5,990,4,,
1775,2645,4,990,4,,
1776,2645,5,989,4,,
1777,2644,6,990,5,,
1778,2646,4,990,4,,
1779,2642,5,990,4,,
1780,2645,5,990,3,,
1781,2644,6,989,4,,
1782,2647,4,989,3,,
1783,2644,5,990,4,,
1784,2646,5,989,4,,
1785,2642,5,990,4,,
1786,2646,5,992,4,,
1787,2643,5,989,3,,
1788,2644,8,994,4,,
1789,2643,4,990,4,,
1790,2647,5,989,4,,
1791,2643,5,990,4,,
1792,2645,4,989,4,,
1793,2644,5,990,6,,
1794,2646,6,989,4,,
